subforum,post_id,text,timestamp,author_id,url,thread_id,position_in_thread,agrees,sentence,treatments,sentiment,factual
treatments.13,post-257895,,2017-06-26T10:30:00,carlyi.25006,threads/betaserc-betahistine.974/page-3#post-257895,betaserc-betahistine.974,76,0,"I was also prescribed Betaserc, but my Tinnitus is caused by issues with my jaw. Betaserc did'nt make it worse or better. Here in Czech Republic where i live they prescribe Betaserc for almost everyone who complains about having Tinnitus, regardless the cause.",betahistine,neu,yes
treatments.13,post-257895,,2017-06-26T10:30:00,carlyi.25006,threads/betaserc-betahistine.974/page-3#post-257895,betaserc-betahistine.974,76,0,"Betaserc did'nt make it worse or better. Here in Czech Republic where i live they prescribe Betaserc for almost everyone who complains about having Tinnitus, regardless the cause.",betahistine,neu,yes
treatments.13,post-257895,,2017-06-26T10:30:00,carlyi.25006,threads/betaserc-betahistine.974/page-3#post-257895,betaserc-betahistine.974,76,0,"Here in Czech Republic where i live they prescribe Betaserc for almost everyone who complains about having Tinnitus, regardless the cause.",betahistine,neu,yes
support.2,post-257892,,2017-06-26T10:13:00,lisa06110620.25351,threads/dentist-laser-vs-ordinary.2791/#post-257892,dentist-laser-vs-ordinary.2791,17,0,Dental laser with an outstanding on softtissue.But still have the drilling/filing of the filling involved if you have an implant. I wish this can help you .,low-level laser therapy,neu,no
introduce-yourself.11,post-257884,,2017-06-26T09:45:00,billie48.2670,threads/frightened-and-scared.22459/#post-257884,frightened-and-scared.22459,2,0,"https://www.tinnitustalk.com/thread...w-i-recovered-from-tinnitus-hyperacusis.3148/ Masking your T is a good strategy at the beginning. Have you done some masking yet? If you haven't yet and don't know how, here are some suggestion.",masking,neu,no
introduce-yourself.11,post-257884,,2017-06-26T09:45:00,billie48.2670,threads/frightened-and-scared.22459/#post-257884,frightened-and-scared.22459,2,0,"Have you done some masking yet? If you haven't yet and don't know how, here are some suggestion. Take care.",masking,neu,no
introduce-yourself.11,post-257884,,2017-06-26T09:45:00,billie48.2670,threads/frightened-and-scared.22459/#post-257884,frightened-and-scared.22459,2,0,"2) If you need masking on the go, try load an ipod with nature sounds or music using itune. If you have a smart phone, you can download free APPs for soothing or T-masking sounds. 3) If you have computer and speakers, you can try these excellent masking sounds too: TT's audio player:  https://www.tinnitustalk.com/audioplayer/ or click play to mix sounds from this simple sound generator: http://asoftmurmur.com/ or this sound library, particularly the self-mix nature sounds:  https://mynoise.net or download free sound generator ‘aire freshener’:  http://www.peterhirschberg.com/mysoftware.html or search youtube with words like 'tinnitus masking sounds', 'white noise', 'rain sound' etc.",masking,neu,no
introduce-yourself.11,post-257884,,2017-06-26T09:45:00,billie48.2670,threads/frightened-and-scared.22459/#post-257884,frightened-and-scared.22459,2,0,"3) If you have computer and speakers, you can try these excellent masking sounds too: TT's audio player:  https://www.tinnitustalk.com/audioplayer/ or click play to mix sounds from this simple sound generator: http://asoftmurmur.com/ or this sound library, particularly the self-mix nature sounds:  https://mynoise.net or download free sound generator ‘aire freshener’:  http://www.peterhirschberg.com/mysoftware.html or search youtube with words like 'tinnitus masking sounds', 'white noise', 'rain sound' etc.",masking,neu,no
introduce-yourself.11,post-257875,,2017-06-26T09:00:00,pomme.24000,threads/frightened-and-scared.22459/,frightened-and-scared.22459,1,0,I take mirtazapine to help with the stress. I am desperate to get back to work but I am frightened of returning to a noisy environment. I will have to travel to work by train which I really don't know how I am going to achieve given my current state.,antidepressant,neu,yes
support.55,post-257870,,2017-06-26T08:41:00,fabrikat.24262,threads/is-this-hyperacusis-a-little-freaked-out.22451/#post-257870,is-this-hyperacusis-a-little-freaked-out.22451,15,0,"@Melike, are you prepared to suggest that your tinnitus is getting quieter thanks to rTMS therapy, or do you think that perhaps you are starting to habituate with the natural course of time?",transcranial magnetic stimulation,neu,no
support.55,post-257863,,2017-06-26T08:07:00,melike.25162,threads/is-this-hyperacusis-a-little-freaked-out.22451/#post-257863,is-this-hyperacusis-a-little-freaked-out.22451,13,0,"And yes, I also use some masking to sleep.",masking,neu,yes
support.2,post-257858,,2017-06-26T07:50:00,paulbe.5780,threads/what-should-i-expect-ask-about-at-first-examination.22454/#post-257858,what-should-i-expect-ask-about-at-first-examination.22454,2,1,If they don't know about TRT (regardless of what others may say for or against it here) then they don't know about tinnitus.,tinnintus retraining therapy,neu,no
support.2,post-257824,,2017-06-26T00:18:00,michael-leigh.3134,threads/is-a-second-habituation-possible-for-me.22453/#post-257824,is-a-second-habituation-possible-for-me.22453,2,2,"If it isn't the lexapro, and not not an underlying medical condtion that's responsible, then it's likely to be exposure to loud sounds. Before the increase in the tinitus, did you listen to music through headphones regularly or attend places where loud music was played? Or work in a noisy environment?",antidepressant,neu,no
support.2,post-257804,,2017-06-25T21:34:00,paulmanlike.23965,threads/wearable-in-ear-maskers-and-tinnitus.8981/page-3#post-257804,wearable-in-ear-maskers-and-tinnitus.8981,84,0,"Also TRT any good? Think this is maybe the best option for ""treatment"" at this present day.",tinnintus retraining therapy,neu,no
treatments.13,post-257782,,2017-06-25T18:38:00,mark-greensit.25048,threads/hyperbaric-oxygen-therapy.211/page-24#post-257782,hyperbaric-oxygen-therapy.211,717,0,"Hi @Zinnia im sorry to hear that , but hang on in there, everything will be OK.  No i am not doing HBO for the reasons i mentioned above, mine has been up and down regardless of HBO and seems to have changed to a hiss as of recent and im slowly starting to act more like myself. Ive got a pair of custom earplugs now (https://www.bootshearingcareshop.com/PRODUCT/ACS_PRO27_HEARING_PROTECTOR_PAIR) which i always carry round, just knowing i have them when needed feels great I have a daily checklist which i aim to achieve each day in a attempt to stop me googling/thinking about Tinnitus (trust me i need this as im self employed so can easily give into to tinnitus research I've also got a weekly and year plan I also try and write positive things i have achieved in the week to remind myself things arent so bad Never listen out for tinnitus, always have something on in background to distract brain at early stages. Dont forget studies have indicated that over time the noises disappear completely or at least reduce to a tolerable level in most cases.",hyperbaric oxygen therapy,neu,yes
alternative-treatments-and-research.27,post-257767,,2017-06-25T16:05:00,tom-cnyc.16532,threads/craniosacral-therapy-julian-cowan-hill-etc.245/page-4#post-257767,craniosacral-therapy-julian-cowan-hill-etc.245,94,0,I'm not convinced TRT does much but if it helps people good. There is a long list of people that used it That are back to professional music. Wisternoff and Andy Timmons are two hat seem to be doing well.,tinnintus retraining therapy,neu,no
introduce-yourself.11,post-257765,,2017-06-25T16:00:00,michael-leigh.3134,threads/hello-feel-a-need-to-talk.22412/page-3#post-257765,hello-feel-a-need-to-talk.22412,64,0,If your doctor suggests trying a mild antidepressant then I advise that you take it. Michael,antidepressant,neu,no
support.2,post-257759,,2017-06-25T15:27:00,leledany.20589,threads/what-are-your-guesses-on-why-my-tinnitus-goes-away-and-comes-back.20723/page-3#post-257759,what-are-your-guesses-on-why-my-tinnitus-goes-away-and-comes-back.20723,79,0,Try ginko biliba it could help you if my guess is right. However you are luky bec your t seems very mild,ginkgo,neu,no
alternative-treatments-and-research.27,post-257757,,2017-06-25T15:18:00,pleasure_paulie.16570,threads/craniosacral-therapy-julian-cowan-hill-etc.245/page-4#post-257757,craniosacral-therapy-julian-cowan-hill-etc.245,93,0,https://www.djbroadcast.net/article/98960/turn-it-up-djing-with-tinnitus He also used TRT and highly recommends it,tinnintus retraining therapy,neu,no
support.2,post-257739,,2017-06-25T13:23:00,samantha-r.18732,threads/need-advice-on-co-sleeping-benadryl.22445/#post-257739,need-advice-on-co-sleeping-benadryl.22445,3,0,"I have slept with my kids and I take 7.5mg of Mirtazapine. I find my sleep is a lot more disturbed when sleeping with my kids though.... somehow they end up horizontal on the bed and I'm right on the edge! So I don't co-sleep on a regular basis, only when they are unsettled or wake during the night and can't get back to sleep.",antidepressant,neu,yes
support.2,post-257733,,2017-06-25T11:57:00,michael-leigh.3134,threads/what-can-i-do-when-even-masking-doesnt-seem-to-work.22447/#post-257733,what-can-i-do-when-even-masking-doesnt-seem-to-work.22447,2,0,"In-ear or BTE (behind the ear) white noise generators can also be used as part of TRT. They do a similar thing. By setting the volume slightly below the tinnitus, over time the brain habituates to the white noise and gradually pushes the tinnitus further into the background.",tinnintus retraining therapy,neu,no
support.2,post-257728,,2017-06-25T11:25:00,zenyatta.24953,threads/another-week-another-new-noise-what-am-i-missing.22446/#post-257728,another-week-another-new-noise-what-am-i-missing.22446,20,0,"Maybe stop the anti-depressant just in case? I don't know, I really don't.",antidepressant,neu,no
support.2,post-257714,,2017-06-25T10:40:00,michael-leigh.3134,threads/another-week-another-new-noise-what-am-i-missing.22446/#post-257714,another-week-another-new-noise-what-am-i-missing.22446,9,0,You are paying too much attention to TRT literature. Although it is good it cannot beat people who live with tinnitus and hyperacusis. I have had TRT twice.,tinnintus retraining therapy,neu,no
support.2,post-257711,,2017-06-25T10:34:00,zenyatta.24953,threads/another-week-another-new-noise-what-am-i-missing.22446/#post-257711,another-week-another-new-noise-what-am-i-missing.22446,7,1,"From what I've seen in TRT literature, earplugs are recommended if you have to raise your voice in a conversation to make yourself understood... well, our trains are loud enough that you literally have to yell into someone's ear if you want to talk to them, so uh... that's hardly a normal everyday sound, lol. I don't really wear them when I'm not on public transport.",tinnintus retraining therapy,neu,no
support.2,post-257704,,2017-06-25T10:15:00,michael-leigh.3134,threads/another-week-another-new-noise-what-am-i-missing.22446/#post-257704,another-week-another-new-noise-what-am-i-missing.22446,2,0,Some people believe hyperacusis cannot be cured and if treatment such as TRT works then it merely suppresses the condition. In the event of future loud noise exposure it will return and the condition will be worse than before. I believe it's up to the individual to take care of their hearing and not subject themselves to loud noise exposure.,tinnintus retraining therapy,neu,no
support.2,post-257704,,2017-06-25T10:15:00,michael-leigh.3134,threads/another-week-another-new-noise-what-am-i-missing.22446/#post-257704,another-week-another-new-noise-what-am-i-missing.22446,2,0,If TRT is unavailable then start using a sound machine by the bedside at night for sound enrichment. This usually helps to desensitise the auditory system. Try going out for long walks and getting used to everyday sounds instead of keeping away from them by staying at home.,tinnintus retraining therapy,neu,no
support.2,post-257703,,2017-06-25T10:03:00,zenyatta.24953,threads/another-week-another-new-noise-what-am-i-missing.22446/,another-week-another-new-noise-what-am-i-missing.22446,1,0,The only new thing I'm taking is Valdoxan (a non-SSRI antidepressant) and sometimes a few pieces of clonazepam when I really can't take it. Should I stop? Should I just stop with the vitamins I'm taking?,"antidepressant, clonazepam",neu,no
support.2,post-257703,,2017-06-25T10:03:00,zenyatta.24953,threads/another-week-another-new-noise-what-am-i-missing.22446/,another-week-another-new-noise-what-am-i-missing.22446,1,0,"Or the Betaserc? The Nootropil? I'm so scared, you guys.",betahistine,neu,no
introduce-yourself.11,post-257698,,2017-06-25T07:56:00,michael-leigh.3134,threads/hello-feel-a-need-to-talk.22412/page-2#post-257698,hello-feel-a-need-to-talk.22412,60,1,"This can sometimes lead to depression and a person may need to go on a course of antidepressants. I have often been asked in tinnitus forums and via email “It is great if you’re able to be positive, but simply telling someone to be more positive about tinnitus isn’t going to change anything”. I want to clarify here and now, that isn’t what I mean.",antidepressant,neu,no
introduce-yourself.11,post-257698,,2017-06-25T07:56:00,michael-leigh.3134,threads/hello-feel-a-need-to-talk.22412/page-2#post-257698,hello-feel-a-need-to-talk.22412,60,1,"CBT and TRT are based on having a positive attitude, without that these treatments aren’t effective. Long before CBT, TRT and the Internet came on the scene Doctors have been telling tinnitus patients, there’s no cure you’ll have to learn to live with it. Most of us know this is easier said than done.","tinnintus retraining therapy, cognitive behavioural therapy",neu,no
introduce-yourself.11,post-257698,,2017-06-25T07:56:00,michael-leigh.3134,threads/hello-feel-a-need-to-talk.22412/page-2#post-257698,hello-feel-a-need-to-talk.22412,60,1,"Long before CBT, TRT and the Internet came on the scene Doctors have been telling tinnitus patients, there’s no cure you’ll have to learn to live with it. Most of us know this is easier said than done. So how does one start to think more positive about their tinnitus and to bring positivity into their life?","tinnintus retraining therapy, cognitive behavioural therapy",neu,no
alternative-treatments-and-research.27,post-257665,,2017-06-24T23:47:00,infiniteloop.8968,threads/craniosacral-therapy-julian-cowan-hill-etc.245/page-3#post-257665,craniosacral-therapy-julian-cowan-hill-etc.245,86,0,"From time to time there are reports that are impossible to confirm that accupunture, homeopathy, cranio sacral therapy, supplements, LLLT, etc....  have helped somebody and that creates the delusion of that perhaps one should try because maybe my T root cause is different and maybe I can be helped by a total non-sense treatment. Then there is all the sugar coating about trying anything is a good idea because every person case is different. The fact is for those with auditory damage there is simply no way out with the current medical knowledge (let alone the pseudo-science methods).",low-level laser therapy,neu,no
research-news.4,post-257648,,2017-06-24T21:56:00,tinker-bell.24916,threads/frequency-therapeutics-%E2%80%94-hearing-loss-regeneration.18889/page-18#post-257648,frequency-therapeutics-%E2%80%94-hearing-loss-regeneration.18889,539,5,"Not everyone with vision loss opts to have laser eye surgery; it's quite possible that not everyone with hearing loss would opt to get it corrected, especially if the loss is mild. Of course, I still think the demand will be high from people with severe hearing loss like me.",low-level laser therapy,neu,no
introduce-yourself.11,post-257636,,2017-06-24T20:29:00,rosemerry.24344,threads/tinnitus-for-22-years-and-now-this.22394/#post-257636,tinnitus-for-22-years-and-now-this.22394,9,0,@Phil-O Thanks so much for the link to Terry's back to silence thread. I've never seen it but just read the entire thing and watched his video. Wow!,back to silence,neu,no
support.2,post-257630,,2017-06-24T20:27:00,zinnia.24146,threads/aleve-naproxen-has-worsened-my-tinnitus-prednisone-for-ototoxicity.22442/,aleve-naproxen-has-worsened-my-tinnitus-prednisone-for-ototoxicity.22442,1,0,"Does anyone know if prednisone is used for ototoxicity? I can't find anything that says it is, but wanted to throw the question out there. The other thing, obviously I'm hoping this is temporary but I know there's a chance it will be a permanent increase... anyone had aleve, advil, any NSAID, cause a temporary increase?",steroids,neu,no
support.55,post-257612,,2017-06-24T19:15:00,michael-leigh.3134,threads/massive-setback-worsening.22437/#post-257612,massive-setback-worsening.22437,9,0,I did have TRT treatment as I've said. In 2008 I suffered a 2nd noise trauma but the hyperacusis did not return. It took 4 years for me to habituate to the tinnitus for the 2nd time.,tinnintus retraining therapy,neu,yes
research-news.4,post-257620,,2017-06-24T18:57:00,paulmanlike.23965,threads/frequency-therapeutics-%E2%80%94-hearing-loss-regeneration.18889/page-18#post-257620,frequency-therapeutics-%E2%80%94-hearing-loss-regeneration.18889,536,0,And do you think it will take off like laser eye surgery?,low-level laser therapy,neu,no
research-news.4,post-2718,,"Jun 23, 2012 at 2:23 AM",calin.264,threads/magnesium-for-relief-of-tinnitus-research.212/#post-2718,magnesium-for-relief-of-tinnitus-research.212,3,0,"I already take calcium and magnesium combo, so this will be on top of that I think. Or I could just rub the magnesium oil on my skin for better absorption. I do have the signs of deficiency at times so this will only make me better!",magnesium (magnesium),neu,yes
introduce-yourself.11,post-147252,,"Nov 13, 2015 at 5:42 AM",juniper.12188,threads/unbearable-tinnitus-due-to-crohns-meds-and-stress-induced-tmj.11952/#post-147252,unbearable-tinnitus-due-to-crohns-meds-and-stress-induced-tmj.11952,3,0,I went for acupuncture today but 1 session won't cut it. Its deafening ,acupuncture (acupuncture),neu,yes
support.2,post-223802,,"Jan 1, 2017 at 4:05 PM",glynis.11011,threads/i-think-this-is-the-end.19311/#post-223802,i-think-this-is-the-end.19311,21,0,I think audiology could help you with maskers and a little bit of talking therapy to let emotions  out and help you cope better. Time is a great healer so try to relax and nice outdoor walks when you can to help you. Chin up duck we are all thinking of you....lots of love glynis,maskers (masking),neu,no
research-news.4,post-69075,,"Oct 6, 2014 at 9:36 PM",robb.2544,threads/otonomy-acquires-assets-and-patent-rights-for-tinnitus-program.2387/#post-69075,otonomy-acquires-assets-and-patent-rights-for-tinnitus-program.2387,24,3,"I slowly tend to believe that autifony will have the solution with the most impact, oral drugs so does trobalt etc show. All needle stuff is only effective when done within time to eliminate the cochlear aspect. ",trobalt (retigabine),neu,yes
research-news.4,post-106500,,"Apr 12, 2015 at 3:42 AM",stink.8019,threads/am-101-clinical-trial-%E2%80%94-participants-updates-and-discussion.6558/page-15#post-106500,am-101-clinical-trial-%E2%80%94-participants-updates-and-discussion.6558,436,0,"you are thinking to commit suicide you are not ""down for"" am-101, trobalt and others What is wrong with you? you are insane if you kill yourself before trying all the options?! honestly... if you are scared of small safe harmless intratympanic injection, you will NEVER kill yourself.",trobalt (retigabine) | am101 (am101),neu,no
treatments.13,post-137078,,"Sep 17, 2015 at 11:16 PM",danny-boy.5844,threads/retigabine-trobalt-potiga-%E2%80%94-general-discussion.5074/page-198#post-137078,retigabine-trobalt-potiga-%E2%80%94-general-discussion.5074,5928,0,"In my case, trobalt helped get rid of the amplification of hyperacusis, but did not stop the aversion to sounds nor the reactiveness. Keppra however got rid of the reactiveness and the aversion to sounds. ",trobalt (retigabine),neu,yes
success-stories.47,post-97091,,"Feb 26, 2015 at 7:37 PM",mark-k.7010,threads/another-good-month.8391/#post-97091,another-good-month.8391,4,0,"For example, listen to Sound Therapy for a few hours a day, or practice a CBT skill you have learned on a daily basis?  ",cbt (cognitive behavioural therapy),neu,no
research-news.4,post-127868,,"Jul 21, 2015 at 10:03 PM",bellringer.9608,threads/am-101-clinical-trial-%E2%80%94-participants-updates-and-discussion.6558/page-25#post-127868,am-101-clinical-trial-%E2%80%94-participants-updates-and-discussion.6558,736,0,I found an AM-101 dose study paper that said sites using Phenol had longer drum healing times. It also said that it was not ideal for patient comfort as the drum closure time was longer. I asked my study doctor before I found this paper and he said more than 50% of their patients drums took longer than a week to close.,am101 (am101),neu,no
support.2,post-131306,,"Aug 11, 2015 at 10:00 PM",naddesh.10419,threads/feeling-better-but-still-not-there.10672/#post-131306,feeling-better-but-still-not-there.10672,2,0,"Im 30 days fresh new with T and only 3 nights of my history includes masking. U can do it too. Go to sleep only when  you are feeling really TIRED, take care.",masking (masking),neu,yes
treatments.13,post-72799,,"Oct 26, 2014 at 7:30 PM",dan.415,threads/retigabine-trobalt-potiga-%E2%80%94-general-discussion.5074/page-72#post-72799,retigabine-trobalt-potiga-%E2%80%94-general-discussion.5074,2146,0,"and get the real drug in a blister pack that says GSK Retigabine on it (or another country that we confirm)  by the way I'm also Danny boy, just Sr.  ",retigabine (retigabine),neu,no
alternative-treatments-and-research.27,post-84519,,"Dec 21, 2014 at 6:44 PM",object16.1764,threads/valdoxan-anyone-any-other-medications-that-help-cbn.7341/#post-84519,valdoxan-anyone-any-other-medications-that-help-cbn.7341,4,0,"my doses are pretty high 90mg of mirt with 300 lyrica and 300 seroquel. but i guess as long as i am functioning, probably that's what i'll stick to, supplemented with Valdoxan, although it seems like no single drug is good long term. that's why i'm interested in rotating drugs and not staying on any single one for a long time.",lyrica (pregabalin),neu,yes
treatments.13,post-64805,,"Sep 14, 2014 at 3:08 AM",zimichael.2695,threads/retigabine-trobalt-potiga-%E2%80%94-general-discussion.5074/page-52#post-64805,retigabine-trobalt-potiga-%E2%80%94-general-discussion.5074,1546,0,"A higher number of adverse events (88%) was reported when retigabine was associated with levetiracetam. With few exceptions (carbamazepine and, to a lesser extent, valproate, levetiracetam, lamotrigine), there were no remarkable differences in specific adverse event reports across differing drug combinations. Good luck deciding what and who is accurate!",retigabine (retigabine),neu,no
support.2,post-82762,,"Dec 14, 2014 at 2:13 PM",var.5439,threads/tinnitus-started-in-second-ear-as-well.7274/,tinnitus-started-in-second-ear-as-well.7274,1,0,Should I try and go for HBOT if it reduces my T in one year. Anything I can do so I may revert back things for this ear? @attheedgeofscience @Dr. Nagler @Dr. Charlie  Can you offer some insight on this or suggestions as to what I should do.,hbot (hyperbaric oxygen therapy),neu,no
research-news.4,post-77519,,"Nov 20, 2014 at 5:20 PM",oddv.5632,threads/am-101-clinical-trial-%E2%80%94-participants-updates-and-discussion.6558/page-8#post-77519,am-101-clinical-trial-%E2%80%94-participants-updates-and-discussion.6558,228,0,"I'm not attributing the lowering of my T to AM-101 until I experience a lowering of volume first thing in the morning. To date, I've only had one lower morning of a 5, all other days have been a 6. ",am101 (am101),neu,yes
research-news.4,post-39507,,"Mar 26, 2014 at 8:36 PM",jazz.820,threads/am-101-tactt1-results-released.1994/page-22#post-39507,am-101-tactt1-results-released.1994,659,0,"When you examine research on topics like rTMS, there seems to be a consensus that although auditory and non-auditory sections of the brain are affected, the hub of the brain's maladaptive plasticity emanates from the auditory cortex. Correcting the cochlea will starve the auditory cortex of its input, which may create a domino affect on other brain structures. Please correct me if I'm wrong or elaborate on any of these ideas!",rtms (transcranial stimulation),neu,no
support.2,post-60174,,"Aug 14, 2014 at 7:55 PM",martin69.3384,threads/starting-trt-and-question-on-hearing-test-accuracy.5763/#post-60174,starting-trt-and-question-on-hearing-test-accuracy.5763,5,0,"TRT only says you should have sound around you 24/7, not necessarily WNGs.  ",trt (tinnintus retraining therapy),neu,no
research-news.4,post-113777,,"May 14, 2015 at 1:35 PM",kaelon.6153,threads/tinnitus-mapped-inside-human-brain.9294/page-3#post-113777,tinnitus-mapped-inside-human-brain.9294,65,0,"If you read both the WBUR news release, and the underlying study in detail, you'll see that: The method of suppressing tinnitus through the use of sound is not masking; for decades, researchers know that a loud tone amplified through the ears suppresses the brain activities that generate the phantom sound. Masking doesn't suppress the brain activity involved in tinnitus, it just covers it up with something else that you focus on. The distinction is important.",masking (masking),neu,no
support.2,post-204990,,"Sep 23, 2016 at 5:15 PM",michael-b.6348,threads/my-worst-nightmare.17626/#post-204990,my-worst-nightmare.17626,10,0,"Personally, I have a bluetooth hearing aid that I use with my favorite app for masking purposes. We need to outsmart tinnitus and regain control over our lives. ",masking (masking),neu,yes
support.2,post-155144,,"Dec 28, 2015 at 6:25 PM",makethemgold.11796,threads/ear-pain.12676/#post-155144,ear-pain.12676,11,0,"maybe try an antidepressant?"" and sent me on my way. ",antidepressant (antidepressant),neu,no
support.2,post-156020,,"Jan 3, 2016 at 12:31 PM",staceyuuks.13301,threads/intermittent-palatal-myoclonus.12774/,intermittent-palatal-myoclonus.12774,1,0,"I take pregabalin already for pain relief and he said that this is one of the drugs he would suggest to take to help minimise the twitching. I kind of think he is right, but it usually only happens when I am in bed trying to sleep. But I have seen videos online and I think, ""surely that's not what's going on?""",pregabalin (pregabalin),neu,yes
alternative-treatments-and-research.27,post-1892,,"Apr 22, 2012 at 2:06 PM",markku.1,threads/arches-tinnitus-formula.820/#post-1892,arches-tinnitus-formula.820,2,0,"Ginkgo biloba doesn't do much anything for most people's tinnitus, it acts as a natural vasodilator, i.e. may theoretically improve tinnitus via improved blood flow. Still, even if it only helped every thousandth tinnitus sufferer at least a little, many are tempted to try it out.",ginkgo (ginkgo) | biloba (ginkgo),neu,no
support.2,post-70494,,"Oct 13, 2014 at 6:56 PM",ladydi.1437,threads/tinnitus-%E2%80%94-dreaming.6447/#post-70494,tinnitus-%E2%80%94-dreaming.6447,3,0,"However (and I have been meaning to post on this): I predominately take Rozerem for sleep, as it is pharmaceutical grade melatonin. I prefer it over a benzo, AD, Ambien etc. But...",melatonin (melatonin),neu,yes
treatments.13,post-218290,,"Dec 8, 2016 at 10:48 AM",pdtemplar.19511,threads/hyperbaric-oxygen-therapy.211/page-21#post-218290,hyperbaric-oxygen-therapy.211,625,0,"I am interested in pursuing other treatment options, but to my knowledge the majority of them aren't as time sensitive as this decision so this thread is primarily to address the issue of HBO, and on that note any other time based treatments that I need to look into during the early stages of this problem. I REALLY hope and pray it goes away on its own, but I prepare for the worst and hope for the best. I have seen data that suggests it is about as effective as a placebo: https://www.ncbi.nlm.nih.gov/pubmed/17159373 But I have also read a variety of stories that claim improvement.",hbo (hyperbaric oxygen therapy),neu,no
support.2,post-149494,,"Nov 26, 2015 at 7:55 PM",blujay.11597,threads/intrusive-tinnitus.12172/#post-149494,intrusive-tinnitus.12172,6,0,"As they maintained normal lives, out in normal sounds, the effect was permanent, and they no longer needed night-time masking at all. (One person did turn on the white noise a couple of nights a week, to make sure the brain maintained its volume setting.) And then I know of one person who combined both the above methods: first healing the tinnitus with ear plugs,  and then later driving down the gain with sound.",masking (masking),neu,no
support.2,post-112446,,"May 8, 2015 at 1:56 PM",sleep.3405,threads/close-to-the-edge-again.9473/,close-to-the-edge-again.9473,1,0,"By this time I was down to one antidepressant and had discussed the July trip with my doctors. I felt like I was being responsible with these feelings, as opposed to isolating myself. Surprisingly through fall and winter I started to notice my T not bothering me as much.",antidepressant (antidepressant),neu,yes
success-stories.47,post-83984,,"Dec 19, 2014 at 10:02 AM",dante500.6841,threads/just-recovered-from-a-month-long-tinnitus-spike.7344/,just-recovered-from-a-month-long-tinnitus-spike.7344,1,0,"I was hoping to start some kind of professional treatment right away - TRT, laser therapy, oxygen inhalations - whatever would be available. Instead, she (ENT) said something like: ""I will prescribe you meds, take them regularly and if is doesn't go away visit me again in 1 month"". I was prescribed basically the same meds as 5 years ago (Piracetamum 1200mg 2 times a day, Vinpocetinum 5mg 3/day, Betahistini dihydrochloridum 24mg 2/day, Opipramol(mild antidepressant) 2/day, Ginko biloba 2/day).",laser (lllt) | trt (tinnintus retraining therapy),neu,yes
support.2,post-126125,,"Jul 11, 2015 at 9:30 PM",sailboardman.7077,threads/why-hearing-aids-arent-given-much-attention-for-tinnitus-management.10288/#post-126125,why-hearing-aids-arent-given-much-attention-for-tinnitus-management.10288,14,0,"It has no masking, uses directional mikes. Third, is for general use and uses pink noise, with both omni and directional mikes. Fourth is, no masking and omni mikes, but increases the high frequency range, which is good for music or watching TV.",masking (masking),neu,no
research-news.4,post-213245,,"Nov 3, 2016 at 1:15 PM",pleasure_paulie.16570,threads/cortisol-concentrations-in-tinnitus-sufferers-a-new-study.18366/#post-213245,cortisol-concentrations-in-tinnitus-sufferers-a-new-study.18366,5,0,AM101 is what hopes to prevent this.  ,am101 (am101),neu,no
treatments.13,post-78885,,"Nov 26, 2014 at 9:51 PM",ladydi.1437,threads/neuromonics.1378/page-6#post-78885,neuromonics.1378,156,0,"I think one thing Neuromonics gave me was some sense of control, the feeling that I was helping myself. That's pretty important in T's early stages, when you can't grasp how this awful thing has happened to you. But there probably are other, less expensive ways to achieve that feeling.",neuromonics (neuromonics),neu,yes
alternative-treatments-and-research.27,post-74399,,"Nov 4, 2014 at 9:48 AM",dboy.1535,threads/low-level-laser-therapy-lllt-for-tinnitus-%E2%80%94-experiences-dr-wilden-etc.295/page-9#post-74399,low-level-laser-therapy-lllt-for-tinnitus-%E2%80%94-experiences-dr-wilden-etc.295,265,0,(The forum for nootropics guys where one of them pointed a laser pointer at his brain and had strange experiences is a warning I have taken onboard). As well as tinnitus I am blessed with psoriatic arthritis so I have a wealth of stiff joints and bad skin to try the laser on. I want to be really sure there is no burning or any other negative effects before I even think about letting this thing near my ears or brain.,laser (lllt),neu,yes
support.55,post-197703,,"Aug 11, 2016 at 12:22 PM",sara_bond.14504,threads/worsening-of-hyperacusis-%E2%80%94-lyrica.16889/#post-197703,worsening-of-hyperacusis-%E2%80%94-lyrica.16889,4,0,"I already took Prednisolone, during 6 days. As for LLLT, I'm too afraid to use it now, I feel my ears are very sensitive. ",prednisolone (steroids),neu,yes
support.2,post-216971,,"Nov 30, 2016 at 11:39 PM",erik.410,threads/my-ent-doctor-gave-me-this-cure-and-said-that-70-of-his-patients-healed.18752/#post-216971,my-ent-doctor-gave-me-this-cure-and-said-that-70-of-his-patients-healed.18752,6,1,Symfona G. Biloba: been disproven to help with T in any way Jarrow NAC: 500 mg:  Mixed - may help limit hearing damage some but not after you already have tinnitus I posted this a few years ago about Clonazepam and Ginkgo:  https://www.tinnitustalk.com/threads/clonazepam-klonopin-rivotril.423/  ,ginkgo (ginkgo) | biloba (ginkgo) | nac (nacetylcysteine),neu,no
